"user_id","date","dayofweek","activity_level","steps","calories","mints_asleep","time_bond","sleep_efficiency"
"1927972279","2016-04-13","Wednesday","low",356,2151,398,422,"0.94"
"1927972279","2016-04-15","Friday","low",980,2221,475,499,"0.95"
"1927972279","2016-04-26","Tuesday","low",3761,2638,296,315,"0.94"
"1927972279","2016-04-28","Thursday","low",1675,2351,166,178,"0.93"
"2026352035","2016-04-12","Tuesday","low",4414,1459,503,546,"0.92"
"2026352035","2016-04-13","Wednesday","low",4993,1521,531,565,"0.94"
"2026352035","2016-04-14","Thursday","low",3335,1431,545,568,"0.96"
"2026352035","2016-04-15","Friday","low",3821,1444,523,573,"0.91"
"2026352035","2016-04-16","Saturday","low",2547,1373,524,567,"0.92"
"2026352035","2016-04-17","Sunday","low",838,1214,437,498,"0.88"
"2026352035","2016-04-19","Tuesday","low",2424,1356,498,540,"0.92"
"2026352035","2016-04-20","Wednesday","Medium",7222,1667,461,510,"0.90"
"2026352035","2016-04-21","Thursday","low",2467,1370,477,514,"0.93"
"2026352035","2016-04-22","Friday","low",2915,1399,520,545,"0.95"
"2026352035","2016-04-23","Saturday","High",12357,1916,522,554,"0.94"
"2026352035","2016-04-24","Sunday","low",3490,1401,555,591,"0.94"
"2026352035","2016-04-25","Monday","Medium",6017,1576,506,531,"0.95"
"2026352035","2016-04-27","Wednesday","Medium",6088,1593,508,545,"0.93"
"2026352035","2016-04-28","Thursday","Medium",6375,1649,513,545,"0.94"
"2026352035","2016-04-29","Friday","Medium",7604,1692,490,510,"0.96"
"2026352035","2016-04-30","Saturday","low",4729,1506,573,607,"0.94"
"2026352035","2016-05-01","Sunday","low",3609,1447,527,546,"0.97"
"2026352035","2016-05-02","Monday","Medium",7018,1690,511,543,"0.94"
"2026352035","2016-05-04","Wednesday","Medium",6564,1658,538,560,"0.96"
"2026352035","2016-05-05","Thursday","High",12167,1926,468,485,"0.96"
"2026352035","2016-05-06","Friday","Medium",8198,1736,524,548,"0.96"
"2026352035","2016-05-07","Saturday","low",4193,1491,511,521,"0.98"
"2026352035","2016-05-08","Sunday","Medium",5528,1555,541,568,"0.95"
"2026352035","2016-05-09","Monday","High",10685,1869,531,556,"0.96"
"2026352035","2016-05-10","Tuesday","low",254,1141,357,380,"0.94"
"2026352035","2016-05-11","Wednesday","Medium",8580,1698,523,553,"0.95"
"2026352035","2016-05-12","Thursday","Medium",8891,1364,456,485,"0.94"
"2320127002","2016-04-23","Saturday","Medium",5079,1804,61,69,"0.88"
"2347167796","2016-04-13","Wednesday","High",10352,2038,467,531,"0.88"
"2347167796","2016-04-14","Thursday","High",10129,2010,445,489,"0.91"
"2347167796","2016-04-15","Friday","High",10465,2133,452,504,"0.90"
"2347167796","2016-04-17","Sunday","Medium",5472,1882,556,602,"0.92"
"2347167796","2016-04-18","Monday","Medium",8247,1944,500,557,"0.90"
"2347167796","2016-04-19","Tuesday","Medium",6711,2346,465,514,"0.90"
"2347167796","2016-04-21","Thursday","High",10080,2048,460,484,"0.95"
"2347167796","2016-04-22","Friday","Medium",7804,1946,405,461,"0.88"
"2347167796","2016-04-23","Saturday","High",16901,2629,374,386,"0.97"
"2347167796","2016-04-24","Sunday","Medium",9471,2187,442,459,"0.96"
"2347167796","2016-04-25","Monday","Medium",9482,2095,433,471,"0.92"
"2347167796","2016-04-26","Tuesday","Medium",5980,1861,436,490,"0.89"
"2347167796","2016-04-27","Wednesday","High",11423,2194,448,499,"0.90"
"2347167796","2016-04-28","Thursday","Medium",5439,1854,408,450,"0.91"
"2347167796","2016-04-29","Friday","low",42,403,411,473,"0.87"
"3977333714","2016-04-12","Tuesday","Medium",8856,1450,274,469,"0.58"
"3977333714","2016-04-13","Wednesday","High",10035,1495,295,456,"0.65"
"3977333714","2016-04-14","Thursday","Medium",7641,1433,291,397,"0.73"
"3977333714","2016-04-15","Friday","Medium",9010,1468,424,556,"0.76"
"3977333714","2016-04-16","Saturday","High",13459,1625,283,510,"0.55"
"3977333714","2016-04-17","Sunday","High",10415,1529,381,566,"0.67"
"3977333714","2016-04-18","Monday","High",11663,1584,412,522,"0.79"
"3977333714","2016-04-19","Tuesday","High",12414,1638,219,395,"0.55"
"3977333714","2016-04-20","Wednesday","High",11658,1554,152,305,"0.50"
"3977333714","2016-04-21","Thursday","Medium",6093,1397,332,512,"0.65"
"3977333714","2016-04-22","Friday","Medium",8911,1481,355,476,"0.75"
"3977333714","2016-04-23","Saturday","High",12058,1638,235,372,"0.63"
"3977333714","2016-04-24","Sunday","High",14112,1655,310,526,"0.59"
"3977333714","2016-04-25","Monday","High",11177,1570,262,467,"0.56"
"3977333714","2016-04-26","Tuesday","High",11388,1551,250,371,"0.67"
"3977333714","2016-04-27","Wednesday","Medium",7193,1377,349,540,"0.65"
"3977333714","2016-04-28","Thursday","Medium",7114,1407,261,423,"0.62"
"3977333714","2016-04-29","Friday","High",10645,1545,333,478,"0.70"
"3977333714","2016-04-30","Saturday","High",13238,1650,237,382,"0.62"
"3977333714","2016-05-01","Sunday","High",10414,1501,383,626,"0.61"
"3977333714","2016-05-02","Monday","High",16520,1760,230,384,"0.60"
"3977333714","2016-05-03","Tuesday","High",14335,1710,292,500,"0.58"
"3977333714","2016-05-04","Wednesday","High",13559,1628,213,336,"0.63"
"3977333714","2016-05-05","Thursday","High",12312,1618,318,480,"0.66"
"3977333714","2016-05-06","Friday","High",11677,1590,323,512,"0.63"
"3977333714","2016-05-07","Saturday","High",11550,1574,237,443,"0.53"
"3977333714","2016-05-08","Sunday","High",13585,1633,259,456,"0.57"
"3977333714","2016-05-10","Tuesday","High",13072,1630,312,452,"0.69"
"4020332650","2016-04-12","Tuesday","Medium",8539,3654,501,541,"0.93"
"4020332650","2016-04-16","Saturday","low",1982,3051,77,77,"1.00"
"4020332650","2016-05-03","Tuesday","low",4496,2828,322,332,"0.97"
"4020332650","2016-05-04","Wednesday","High",10252,3879,478,536,"0.89"
"4020332650","2016-05-05","Thursday","High",11728,3429,226,248,"0.91"
"4020332650","2016-05-06","Friday","low",4369,2704,385,408,"0.94"
"4020332650","2016-05-08","Sunday","Medium",5862,3089,364,402,"0.91"
"4020332650","2016-05-10","Tuesday","Medium",5546,2926,442,494,"0.89"
"4319703577","2016-04-14","Thursday","High",10210,2302,535,557,"0.96"
"4319703577","2016-04-15","Friday","Medium",5664,1985,465,491,"0.95"
"4319703577","2016-04-16","Saturday","low",4744,1884,506,522,"0.97"
"4319703577","2016-04-18","Monday","low",2276,1632,515,551,"0.93"
"4319703577","2016-04-19","Tuesday","Medium",8925,2200,461,498,"0.93"
"4319703577","2016-04-20","Wednesday","Medium",8954,2220,523,543,"0.96"
"4319703577","2016-04-21","Thursday","low",3702,1792,59,65,"0.91"
"4319703577","2016-04-22","Friday","low",4500,1886,533,550,"0.97"
"4319703577","2016-04-23","Saturday","low",4935,1945,692,722,"0.96"
"4319703577","2016-04-24","Sunday","low",4081,1880,467,501,"0.93"
"4319703577","2016-04-25","Monday","Medium",9259,2314,488,506,"0.96"
"4319703577","2016-04-26","Tuesday","Medium",9899,2236,505,516,"0.98"
"4319703577","2016-04-27","Wednesday","High",10780,2324,286,307,"0.93"
"4319703577","2016-04-28","Thursday","High",10817,2367,497,522,"0.95"
"4319703577","2016-04-29","Friday","Medium",7990,2175,523,546,"0.96"
"4319703577","2016-04-30","Saturday","Medium",8221,2092,490,516,"0.95"
"4319703577","2016-05-01","Sunday","low",1251,1593,484,500,"0.97"
"4319703577","2016-05-02","Monday","Medium",9261,2270,478,506,"0.94"
"4319703577","2016-05-03","Tuesday","Medium",9648,2235,474,512,"0.93"
"4319703577","2016-05-06","Friday","Medium",9524,2266,450,491,"0.92"
"4319703577","2016-05-07","Saturday","Medium",7937,2158,507,530,"0.96"
"4319703577","2016-05-08","Sunday","low",3672,1792,602,638,"0.94"
"4319703577","2016-05-09","Monday","High",10378,2345,535,565,"0.95"
"4319703577","2016-05-10","Tuesday","Medium",9487,2260,487,517,"0.94"
"4319703577","2016-05-11","Wednesday","Medium",9129,2232,529,558,"0.95"
"4319703577","2016-05-12","Thursday","low",17,257,302,321,"0.94"
"4388161847","2016-04-15","Friday","Medium",8758,3066,499,526,"0.95"
"4388161847","2016-04-16","Saturday","Medium",6580,3073,426,448,"0.95"
"4388161847","2016-04-17","Sunday","low",4660,2572,619,641,"0.97"
"4388161847","2016-04-18","Monday","High",11009,3274,99,104,"0.95"
"4388161847","2016-04-19","Tuesday","High",10181,3015,329,338,"0.97"
"4388161847","2016-04-20","Wednesday","High",10553,3083,421,451,"0.93"
"4388161847","2016-04-21","Thursday","High",10055,3069,442,458,"0.97"
"4388161847","2016-04-22","Friday","High",12139,3544,82,85,"0.96"
"4388161847","2016-04-23","Saturday","High",13236,3306,478,501,"0.95"
"4388161847","2016-04-24","Sunday","High",10243,2885,552,595,"0.93"
"4388161847","2016-04-26","Tuesday","Medium",9461,2929,319,346,"0.92"
"4388161847","2016-04-27","Wednesday","High",11193,3074,439,500,"0.88"
"4388161847","2016-04-28","Thursday","High",10074,2969,428,458,"0.93"
"4388161847","2016-04-30","Saturday","High",12533,3283,409,430,"0.95"
"4388161847","2016-05-01","Sunday","High",10255,2926,547,597,"0.92"
"4388161847","2016-05-02","Monday","High",10096,3147,368,376,"0.98"
"4388161847","2016-05-04","Wednesday","High",12375,3162,390,414,"0.94"
"4388161847","2016-05-05","Thursday","Medium",9603,2899,471,495,"0.95"
"4388161847","2016-05-07","Saturday","High",22770,4022,472,496,"0.95"
"4388161847","2016-05-08","Sunday","High",17298,3934,529,541,"0.98"
"4388161847","2016-05-09","Monday","High",10218,3013,62,65,"0.95"
"4388161847","2016-05-10","Tuesday","High",10299,3061,354,375,"0.94"
"4388161847","2016-05-11","Wednesday","High",10201,2954,469,494,"0.95"
"4445114986","2016-04-12","Tuesday","low",3276,2113,429,457,"0.94"
"4445114986","2016-04-13","Wednesday","low",2961,2095,370,406,"0.91"
"4445114986","2016-04-14","Thursday","low",3974,2194,441,492,"0.90"
"4445114986","2016-04-15","Friday","Medium",7198,2496,337,379,"0.89"
"4445114986","2016-04-16","Saturday","low",3945,2180,462,499,"0.93"
"4445114986","2016-04-17","Sunday","low",2268,1933,98,107,"0.92"
"4445114986","2016-04-19","Tuesday","low",2064,1954,388,424,"0.92"
"4445114986","2016-04-20","Wednesday","low",2072,1974,439,462,"0.95"
"4445114986","2016-04-21","Thursday","low",3809,2150,436,469,"0.93"
"4445114986","2016-04-22","Friday","Medium",6831,2432,388,417,"0.93"
"4445114986","2016-04-25","Monday","low",3385,2070,328,345,"0.95"
"4445114986","2016-04-26","Tuesday","Medium",6326,2291,353,391,"0.90"
"4445114986","2016-04-27","Wednesday","Medium",7243,2361,332,374,"0.89"
"4445114986","2016-04-28","Thursday","low",4493,2203,419,442,"0.95"
"4445114986","2016-04-29","Friday","low",4676,2196,106,108,"0.98"
"4445114986","2016-04-30","Saturday","Medium",6222,2363,322,353,"0.91"
"4445114986","2016-05-01","Sunday","Medium",5232,2246,439,459,"0.96"
"4445114986","2016-05-02","Monday","Medium",6910,2336,502,542,"0.93"
"4445114986","2016-05-03","Tuesday","Medium",7502,2421,417,450,"0.93"
"4445114986","2016-05-04","Wednesday","low",2923,2070,337,363,"0.93"
"4445114986","2016-05-05","Thursday","low",3800,2120,462,513,"0.90"
"4445114986","2016-05-06","Friday","low",4514,2211,374,402,"0.93"
"4445114986","2016-05-07","Saturday","Medium",5183,2123,401,436,"0.92"
"4445114986","2016-05-08","Sunday","Medium",7303,2423,361,391,"0.92"
"4445114986","2016-05-09","Monday","Medium",5275,2281,457,533,"0.86"
"4445114986","2016-05-10","Tuesday","low",3915,2181,405,426,"0.95"
"4445114986","2016-05-11","Wednesday","Medium",9105,2499,499,530,"0.94"
"4445114986","2016-05-12","Thursday","low",768,1212,483,501,"0.96"
"4558609924","2016-04-21","Thursday","High",13743,2486,126,137,"0.92"
"4558609924","2016-04-26","Tuesday","Medium",9148,2223,103,121,"0.85"
"4558609924","2016-04-29","Friday","Medium",7833,1918,171,179,"0.96"
"4558609924","2016-05-01","Sunday","low",3428,1692,115,129,"0.89"
"4558609924","2016-05-08","Sunday","Medium",6543,2666,123,134,"0.92"
"4702921684","2016-04-12","Tuesday","Medium",7213,2947,425,439,"0.97"
"4702921684","2016-04-13","Wednesday","Medium",6877,2898,400,430,"0.93"
"4702921684","2016-04-14","Thursday","Medium",7860,2984,384,415,"0.93"
"4702921684","2016-04-15","Friday","Medium",6506,2896,253,257,"0.98"
"4702921684","2016-04-16","Saturday","High",11140,3328,382,406,"0.94"
"4702921684","2016-04-17","Sunday","High",12692,3394,591,612,"0.97"
"4702921684","2016-04-18","Monday","Medium",9105,3013,293,312,"0.94"
"4702921684","2016-04-19","Tuesday","Medium",6708,2812,457,487,"0.94"
"4702921684","2016-04-20","Wednesday","Medium",8793,3061,454,468,"0.97"
"4702921684","2016-04-21","Thursday","Medium",6530,2729,425,434,"0.98"
"4702921684","2016-04-23","Saturday","High",15126,3691,465,475,"0.98"
"4702921684","2016-04-24","Sunday","High",15050,3538,480,506,"0.95"
"4702921684","2016-04-25","Monday","Medium",9167,3064,370,380,"0.97"
"4702921684","2016-04-26","Tuesday","Medium",6108,2784,421,429,"0.98"
"4702921684","2016-04-27","Wednesday","Medium",7047,2908,432,449,"0.96"
"4702921684","2016-04-28","Thursday","Medium",9023,3033,442,461,"0.96"
"4702921684","2016-04-29","Friday","Medium",9930,3165,433,447,"0.97"
"4702921684","2016-04-30","Saturday","High",10144,3115,479,501,"0.96"
"4702921684","2016-05-03","Tuesday","Medium",9454,3145,327,373,"0.88"
"4702921684","2016-05-04","Wednesday","Medium",8161,3004,412,434,"0.95"
"4702921684","2016-05-05","Thursday","Medium",8614,3006,414,428,"0.97"
"4702921684","2016-05-06","Friday","Medium",6943,2859,404,449,"0.90"
"4702921684","2016-05-07","Saturday","High",14370,3683,520,543,"0.96"
"4702921684","2016-05-09","Monday","Medium",8232,2990,435,458,"0.95"
"4702921684","2016-05-10","Tuesday","High",10613,3172,416,431,"0.97"
"4702921684","2016-05-11","Wednesday","Medium",9810,3069,354,366,"0.97"
"4702921684","2016-05-12","Thursday","low",2752,1240,404,442,"0.91"
"5553957443","2016-04-12","Tuesday","High",11596,2026,441,464,"0.95"
"5553957443","2016-04-13","Wednesday","low",4832,1718,455,488,"0.93"
"5553957443","2016-04-14","Thursday","High",17022,2324,357,418,"0.85"
"5553957443","2016-04-15","Friday","High",16556,2254,377,409,"0.92"
"5553957443","2016-04-16","Saturday","Medium",5771,1831,651,686,"0.95"
"5553957443","2016-04-17","Sunday","low",655,1397,350,402,"0.87"
"5553957443","2016-04-18","Monday","low",3727,1683,520,541,"0.96"
"5553957443","2016-04-19","Tuesday","High",15482,2284,357,410,"0.87"
"5553957443","2016-04-20","Wednesday","low",2713,1570,658,678,"0.97"
"5553957443","2016-04-21","Thursday","High",12346,2066,399,431,"0.93"
"5553957443","2016-04-22","Friday","High",11682,2105,322,353,"0.91"
"5553957443","2016-04-23","Saturday","low",4112,1776,631,725,"0.87"
"5553957443","2016-04-24","Sunday","low",1807,1507,553,640,"0.86"
"5553957443","2016-04-25","Monday","High",10946,2033,433,468,"0.93"
"5553957443","2016-04-26","Tuesday","High",11886,2093,412,453,"0.91"
"5553957443","2016-04-27","Wednesday","High",10538,1922,347,391,"0.89"
"5553957443","2016-04-28","Thursday","High",11393,1999,421,457,"0.92"
"5553957443","2016-04-29","Friday","High",12764,2169,450,495,"0.91"
"5553957443","2016-04-30","Saturday","low",1202,1463,775,843,"0.92"
"5553957443","2016-05-01","Sunday","Medium",5164,1747,622,686,"0.91"
"5553957443","2016-05-02","Monday","Medium",9769,1996,409,471,"0.87"
"5553957443","2016-05-03","Tuesday","High",12848,2116,380,429,"0.89"
"5553957443","2016-05-04","Wednesday","low",4249,1698,447,470,"0.95"
"5553957443","2016-05-05","Thursday","High",14331,2156,419,464,"0.90"
"5553957443","2016-05-06","Friday","Medium",9632,1916,400,434,"0.92"
"5553957443","2016-05-07","Saturday","low",1868,1494,442,470,"0.94"
"5553957443","2016-05-08","Sunday","Medium",6083,1762,568,608,"0.93"
"5553957443","2016-05-09","Monday","High",11611,2272,453,494,"0.92"
"5553957443","2016-05-10","Tuesday","High",16358,2335,418,443,"0.94"
"5553957443","2016-05-11","Wednesday","low",4926,1693,463,486,"0.95"
"5553957443","2016-05-12","Thursday","low",3121,741,438,475,"0.92"
"5577150313","2016-04-12","Tuesday","Medium",8135,3405,419,438,"0.96"
"5577150313","2016-04-13","Wednesday","Medium",5077,2551,432,458,"0.94"
"5577150313","2016-04-14","Thursday","Medium",8596,4022,477,497,"0.96"
"5577150313","2016-04-15","Friday","High",12087,4005,392,413,"0.95"
"5577150313","2016-04-16","Saturday","High",14269,4274,406,445,"0.91"
"5577150313","2016-04-17","Sunday","High",12231,4552,549,583,"0.94"
"5577150313","2016-04-18","Monday","Medium",9893,3625,527,553,"0.95"
"5577150313","2016-04-19","Tuesday","High",12574,3501,449,465,"0.97"
"5577150313","2016-04-20","Wednesday","Medium",8330,3192,447,480,"0.93"
"5577150313","2016-04-21","Thursday","High",10830,4018,414,437,"0.95"
"5577150313","2016-04-22","Friday","Medium",9172,3329,338,366,"0.92"
"5577150313","2016-04-23","Saturday","Medium",7638,3152,384,402,"0.96"
"5577150313","2016-04-24","Sunday","High",15764,4392,543,615,"0.88"
"5577150313","2016-04-25","Monday","Medium",6393,3374,421,461,"0.91"
"5577150313","2016-04-26","Tuesday","Medium",5325,3088,354,377,"0.94"
"5577150313","2016-04-27","Wednesday","Medium",6805,3294,424,452,"0.94"
"5577150313","2016-04-28","Thursday","Medium",9841,3580,361,372,"0.97"
"5577150313","2016-04-29","Friday","Medium",7924,3544,459,485,"0.95"
"5577150313","2016-04-30","Saturday","High",12363,4501,412,433,"0.95"
"5577150313","2016-05-01","Sunday","High",13368,4546,379,398,"0.95"
"5577150313","2016-05-02","Monday","Medium",7439,3014,525,553,"0.95"
"5577150313","2016-05-03","Tuesday","High",11045,3795,508,543,"0.94"
"5577150313","2016-05-04","Wednesday","Medium",5206,2755,603,634,"0.95"
"5577150313","2016-05-05","Thursday","Medium",7550,3004,74,78,"0.95"
"5577150313","2016-05-10","Tuesday","Medium",8869,3841,504,562,"0.90"
"5577150313","2016-05-11","Wednesday","low",4038,1665,431,476,"0.91"
"6117666160","2016-04-16","Saturday","High",14450,2828,380,398,"0.95"
"6117666160","2016-04-17","Sunday","Medium",7150,2225,336,350,"0.96"
"6117666160","2016-04-18","Monday","Medium",5153,2018,493,510,"0.97"
"6117666160","2016-04-19","Tuesday","High",11135,2606,465,492,"0.95"
"6117666160","2016-04-20","Wednesday","High",10449,2536,474,502,"0.94"
"6117666160","2016-04-21","Thursday","High",19542,4900,508,550,"0.92"
"6117666160","2016-04-22","Friday","Medium",8206,2409,480,546,"0.88"
"6117666160","2016-04-23","Saturday","High",11495,2651,492,539,"0.91"
"6117666160","2016-04-24","Sunday","Medium",7623,2305,353,367,"0.96"
"6117666160","2016-04-27","Wednesday","Medium",9411,2576,542,557,"0.97"
"6117666160","2016-04-28","Thursday","low",3403,1879,393,416,"0.94"
"6117666160","2016-04-29","Friday","Medium",9592,2560,600,636,"0.94"
"6117666160","2016-05-01","Sunday","Medium",8915,2361,507,575,"0.88"
"6117666160","2016-05-05","Thursday","Medium",9799,2636,392,415,"0.94"
"6117666160","2016-05-06","Friday","low",3365,1838,658,698,"0.94"
"6117666160","2016-05-07","Saturday","Medium",7336,2469,498,507,"0.98"
"6117666160","2016-05-08","Sunday","Medium",7328,2250,555,603,"0.92"
"6117666160","2016-05-09","Monday","low",4477,1248,492,522,"0.94"
"6775888955","2016-04-13","Wednesday","low",4053,2400,235,260,"0.90"
"6775888955","2016-04-14","Thursday","Medium",5162,2507,423,441,"0.96"
"6775888955","2016-04-15","Friday","low",1282,2127,391,406,"0.96"
"6962181067","2016-04-12","Tuesday","High",10199,1994,366,387,"0.95"
"6962181067","2016-04-13","Wednesday","Medium",5652,1718,630,679,"0.93"
"6962181067","2016-04-14","Thursday","low",1551,1466,508,535,"0.95"
"6962181067","2016-04-15","Friday","Medium",5563,1756,370,386,"0.96"
"6962181067","2016-04-16","Saturday","High",13217,2173,357,366,"0.98"
"6962181067","2016-04-17","Sunday","High",10145,2027,427,446,"0.96"
"6962181067","2016-04-18","Monday","High",11404,2039,442,458,"0.97"
"6962181067","2016-04-19","Tuesday","High",10742,2046,476,535,"0.89"
"6962181067","2016-04-20","Wednesday","High",13928,2174,418,424,"0.99"
"6962181067","2016-04-21","Thursday","High",11835,2179,451,457,"0.99"
"6962181067","2016-04-22","Friday","High",10725,2086,425,435,"0.98"
"6962181067","2016-04-23","Saturday","High",20031,2571,528,546,"0.97"
"6962181067","2016-04-24","Sunday","Medium",5029,1705,511,514,"0.99"
"6962181067","2016-04-25","Monday","High",13239,2194,400,415,"0.96"
"6962181067","2016-04-26","Tuesday","High",10433,2012,441,446,"0.99"
"6962181067","2016-04-27","Wednesday","High",10320,2034,455,467,"0.97"
"6962181067","2016-04-28","Thursday","High",12627,2182,440,453,"0.97"
"6962181067","2016-04-29","Friday","High",10762,2254,433,447,"0.97"
"6962181067","2016-04-30","Saturday","High",10081,2002,422,424,"1.00"
"6962181067","2016-05-01","Sunday","Medium",5454,1740,411,426,"0.96"
"6962181067","2016-05-02","Monday","High",12912,2162,466,482,"0.97"
"6962181067","2016-05-03","Tuesday","High",12109,2072,394,418,"0.94"
"6962181067","2016-05-04","Wednesday","High",10147,2086,442,455,"0.97"
"6962181067","2016-05-05","Thursday","High",10524,2066,467,491,"0.95"
"6962181067","2016-05-06","Friday","Medium",5908,1850,443,462,"0.96"
"6962181067","2016-05-07","Saturday","Medium",6815,1947,298,334,"0.89"
"6962181067","2016-05-08","Sunday","low",4188,1659,541,569,"0.95"
"6962181067","2016-05-09","Monday","High",12342,2105,489,497,"0.98"
"6962181067","2016-05-10","Tuesday","High",15448,2361,469,481,"0.98"
"6962181067","2016-05-11","Wednesday","Medium",6722,1855,452,480,"0.94"
"6962181067","2016-05-12","Thursday","low",3587,928,516,535,"0.96"
"7007744171","2016-04-16","Saturday","low",4631,2076,79,82,"0.96"
"7007744171","2016-05-01","Sunday","Medium",5600,2225,58,61,"0.95"
"7086361926","2016-04-12","Tuesday","High",11317,2772,514,525,"0.98"
"7086361926","2016-04-13","Wednesday","Medium",5813,2516,451,465,"0.97"
"7086361926","2016-04-14","Thursday","Medium",9123,2734,472,476,"0.99"
"7086361926","2016-04-15","Friday","Medium",8585,2395,377,386,"0.98"
"7086361926","2016-04-19","Tuesday","High",10688,2944,472,483,"0.98"
"7086361926","2016-04-20","Wednesday","High",14365,2997,492,502,"0.98"
"7086361926","2016-04-21","Thursday","Medium",9469,2463,390,411,"0.95"
"7086361926","2016-04-22","Friday","Medium",9753,2846,428,448,"0.96"
"7086361926","2016-04-24","Sunday","low",3520,2049,681,704,"0.97"
"7086361926","2016-04-25","Monday","High",10091,2752,446,447,"1.00"
"7086361926","2016-04-26","Tuesday","High",10387,2781,485,500,"0.97"
"7086361926","2016-04-27","Wednesday","High",11107,2693,469,479,"0.98"
"7086361926","2016-04-28","Thursday","High",11584,2862,354,367,"0.96"
"7086361926","2016-04-30","Saturday","High",14560,2995,485,489,"0.99"
"7086361926","2016-05-01","Sunday","High",12390,2730,388,407,"0.95"
"7086361926","2016-05-02","Monday","High",10052,2754,440,459,"0.96"
"7086361926","2016-05-03","Tuesday","High",10288,2754,456,461,"0.99"
"7086361926","2016-05-04","Wednesday","High",10988,2655,420,436,"0.96"
"7086361926","2016-05-06","Friday","High",12461,2924,322,333,"0.97"
"7086361926","2016-05-07","Saturday","High",12827,2739,530,548,"0.97"
"7086361926","2016-05-08","Sunday","High",10677,2534,481,510,"0.94"
"7086361926","2016-05-09","Monday","High",13566,2960,427,438,"0.97"
"7086361926","2016-05-11","Wednesday","Medium",9572,2735,451,463,"0.97"
"7086361926","2016-05-12","Thursday","low",3789,1199,444,457,"0.97"
"8053475328","2016-04-20","Wednesday","High",15108,3043,486,493,"0.99"
"8053475328","2016-04-23","Saturday","High",22359,3554,331,337,"0.98"
"8053475328","2016-05-07","Saturday","High",19769,3331,74,75,"0.99"
"8378563200","2016-04-12","Tuesday","Medium",7626,3635,338,356,"0.95"
"8378563200","2016-04-13","Wednesday","High",12386,4079,447,487,"0.92"
"8378563200","2016-04-14","Thursday","High",13318,4163,424,455,"0.93"
"8378563200","2016-04-15","Friday","High",14461,3666,513,533,"0.96"
"8378563200","2016-04-16","Saturday","High",11207,3363,611,689,"0.89"
"8378563200","2016-04-17","Sunday","low",2132,2572,525,591,"0.89"
"8378563200","2016-04-18","Monday","High",13630,4157,398,451,"0.88"
"8378563200","2016-04-19","Tuesday","High",13070,4092,387,421,"0.92"
"8378563200","2016-04-20","Wednesday","Medium",9388,3787,381,409,"0.93"
"8378563200","2016-04-21","Thursday","High",15148,4236,396,417,"0.95"
"8378563200","2016-04-22","Friday","High",12200,4044,441,469,"0.94"
"8378563200","2016-04-23","Saturday","Medium",5709,2908,565,591,"0.96"
"8378563200","2016-04-24","Sunday","low",3703,2741,458,492,"0.93"
"8378563200","2016-04-25","Monday","High",12405,4005,388,402,"0.97"
